"itemcode";"itemname";"position";"building";"location";"detail_location";"detail_counted";"counted_by";"onhand";"counted";"colisage_vente";"colisage_achat";"codebars";"pcb_pal";"pu_ht"
"429218";"GET XCOLD 70 CL - 37°5";"0";"sis1";"8a";"1-15";;;474;-1;1;6;"7610113000236";1;23.19
"429197";"GET 27 PEPPERMINT 100CL 21°";"1";"sis1";"8a";"1-15";;;413;-1;1;6;"3020881621108";1;22.65
"429123";"GET 31 BLANC 1L 24°";"2";"sis1";"8a";"1-15";;;95;-1;1;6;"3020884421101";1;25.39
"427021";"RHUM BACARDI PREPARATION DAIQUIRI 70 CL 14,9°";"3";"sis1";"8a";"1-15";;;67;-1;1;6;"5010677960014";1;10.45
"427031";"RHUM BACARDI RESERVA OCHO 8ANS 70 CL 40°";"4";"sis1";"8a";"1-15";;;61;-1;1;6;"7610113001516";1;28.1
"429133";"PATRON TEQUILA SILVER 70CL 40°";"5";"sis1";"8a";"1-15";;;38;-1;1;6;"7217330000739";1;69.7
"427036";"SANTA TERESA 1796 70cl - 40°";"6";"sis1";"8a";"1-15";;;18;-1;1;6;"7591156404819";1;45
"429241";"GIN BOMBAY BRAMBLE 70CL  37°5";"7";"sis1";"8a";"1-15";;;75;-1;1;6;"7640175742522";1;29.49
"429238";"GIN BOSFORD ROSE 70CL  37°5";"8";"sis1";"8a";"1-15";;;122;-1;1;6;"7630040400695";1;18.06
"429161";"ERISTOFF VODKA BRUT 1L 37.5°";"9";"sis1";"8a";"1-15";;;36;-1;1;6;"8410414000909";1;20.55
"429170";"GREY GOOSE VODKA 70CL 40°";"10";"sis1";"8a";"1-15";;;68;-1;1;6;"5010677850100";1;48
"429160";"WHISKY WILLIAM LAWSON'S BEER ED. FINISH 70 CL - 40°";"11";"sis1";"8a";"1-15";;;66;-1;1;6;"7640171032283";1;14.39
"429217";"WHISKY CRAIGELLACHIE 17ANS  70 CL - 46°";"12";"sis1";"8a";"1-15";;;57;-1;1;6;"5000277004690";1;105.6
"429174";"WHISKY WILLIAM LAWSON 70CL 40° + VERRE";"13";"sis1";"8a";"1-15";;;18;-1;1;6;"7640171033617";1;13.41
"429207";"WHISKY AULTMORE 12 ANS 70 CL - 46°";"14";"sis1";"8a";"1-15";;;67;-1;1;6;"5000277000265";1;48.4
"429240";"WHISKY WILLIAM LAWSON 1,5L - 40°";"15";"sis1";"8a";"1-15";;;252;-1;1;6;"5010752000390";1;25
"427022";"RHUM BACARDI OAKHEART 70 CL  35°";"16";"sis1";"8a";"1-15";;;24;-1;1;6;"5010677740210";1;16
"429190";"WHISKY ABERFELDY 12 ANS 70CL 40°";"17";"sis1";"8a";"1-15";;;222;-1;1;6;"5000277000982";1;39.21
"429191";"WHISKY CRAIGELLACHIE 13ANS  70 CL - 46°";"18";"sis1";"8a";"1-15";;;237;-1;1;6;"5000277003389";1;49.3
"429144";"LEBLON CACHACA 70 CL  40°";"0";"sis1";"8b";"1-18";;;188;-1;1;6;"3443210401002";1;18.95
"429176";"WHISKY WILLIAM LAWSON SPICED 70 CL 35°";"1";"sis1";"8b";"1-18";;;70;-1;1;6;"5010752001281";1;13.394
"429140";"WHISKY THE DEVERON SINGLE MALT 10 ANS 70CL 40°";"2";"sis1";"8b";"1-18";;;252;-1;1;6;"5010752000826";1;25.88
"425011";"MARTINI ROSSO (ROUGE) 1,5 L 14,4 ° (CRD)";"3";"sis1";"8b";"1-18";;;52;-1;1;6;"3011932000904";56;15.188
"425013";"MARTINI BIANCO (BLANC) 1,5 L 14,4 ° (CRD)";"4";"sis1";"8b";"1-18";;;135;-1;1;6;"3011932000928";56;15.188
"425034";"MARTINI FIERO 75 CL";"5";"sis1";"8b";"1-18";;;1872;-1;1;6;"7630040400268";1;12.77
"425017";"MARTINI ROSE (ROSATO) 1L  14.4 ° (CRD)";"6";"sis1";"8b";"1-18";;;641;-1;1;6;"3011932000843";76;10.279
"425033";"MARTINI RISERVA AMBRATTO 75 CL";"7";"sis1";"8b";"1-18";;;119;-1;1;6;"5010677633550";1;19.13
"425010";"MARTINI EXTRA DRY 1L - 18° (CRD)";"8";"sis1";"8b";"1-18";;;4;-1;1;6;"3011930000036";1;12.28
"425012";"MARTINI ROSSO (ROUGE) 1 L 14,4 ° (CRD)";"9";"sis1";"8b";"1-18";;;2393;-1;1;6;"3011932000805";76;10.279
"425020";"MARTINI ROSSO (ROUGE) 50 CL 14,4 ° (CRD)";"10";"sis1";"8b";"1-18";;;34;-1;1;12;"3011932003301";60;6.321
"425021";"MARTINI BIANCO (BLANC) 50 CL 14,4 ° (CRD)";"11";"sis1";"8b";"1-18";;;101;-1;1;12;"5010677922258";60;6.321
"425014";"MARTINI BIANCO (BLANC) 1 L 14,4 ° (CRD)";"12";"sis1";"8b";"1-18";;;3230;-1;1;6;"3011932000829";76;10.279
"425018";"MARTINI ROYALE/SPRITZ BIANCO (BLANC) 75CL  8° (CRD)";"13";"sis1";"8b";"1-18";;;519;-1;1;6;"8000570860006";1;10.41
"621018";"PAILLE COULEUR STRIEE IND. X 200";"0";"sis2";"entree";"roll1-4";;;2217;-1;1;40;"621018";1;1.95
"621010";"PAILLE NOIRE FLEXIBLE x 200 NON EMBALLEE";"1";"sis2";"entree";"roll1-4";;;1461;-1;1;50;"621010";16;1.75
"626074";"PORTE-GOBELETS POUR 2 GOB. x 100";"2";"sis2";"entree";"roll1-4";;;162;-1;1;6;"8420499192222";20;10.79
"626080";"PORTE-GOBELETS POUR 4 GOB. x 75";"3";"sis2";"entree";"roll1-4";;;74;-1;1;4;"8420499192239";1;13.99
"323257";"OIGNONS ROTIS COLONA 500 GR";"4";"sis2";"entree";"roll1-4";;;976;-1;1;10;"5410803290013";1;2.85
"153003";"AIL FRIT 1 KG";"5";"sis2";"entree";"roll1-4";;;10;-1;1;12;"6909146070592";1;5.25
"623055";"CUILLERE A SOUPE PLASTIC METALISEES x50";"6";"sis2";"entree";"roll1-4";;;29;-1;1;1;"5410508005769";1;7.81
"153011";"AIL LAMELLE 500 GR";"7";"sis2";"entree";"roll1-4";;;81;-1;1;15;"3102870000139";1;6.15
"044020";"NOIX DE CAJOU GRILLEE SALEE 1,13 KG KS";"8";"sis2";"entree";"roll1-4";;;185;-1;1;1;"400001978757";1;23.25
"055050";"AMANDE GRILLEE, SALEE 1,13 KG KS";"9";"sis2";"entree";"roll1-4";;;442;-1;1;1;"096619620968";1;18.19
"141025";"AMANDES CRUES 1.36KG KIRKLAND";"10";"sis2";"entree";"roll1-4";;;183;-1;1;1;"096619599172";312;21.89
"062073";"BEIGNET CREVETTE 200 GR PSP";"11";"sis2";"entree";"roll1-4";;;159;-1;1;55;"3379141800464";1;1.1
"064050";"FARINE FRITURE TEMPURA 500 GR";"12";"sis2";"entree";"roll1-4";;;46;-1;1;20;"4902170093515";1;2.99
"113105";"FECULE POMME DE TERRE 1 KG";"13";"sis2";"entree";"roll1-4";;;143;-1;1;12;"3513086000088";1;3.19
"062185";"FARINE SHUI KAO BLUETWIN SPOONS 1KG";"14";"sis2";"entree";"roll1-4";;;14;-1;1;10;"6920241590105";1;3.99
"062186";"FARINE POUR BRIOCHE BAOZI 1KG";"15";"sis2";"entree";"roll1-4";;;60;-1;1;10;"6920241561013";1;3.99
"153020";"SEL ROSE HIMALAYA 1KG";"16";"sis2";"entree";"roll1-4";;;0;-1;1;6;"3102870065923";1;3.99
"062070";"BEIGNET CHIPS CREVETTE  1 KG PSP";"17";"sis2";"entree";"roll1-4";;;280;-1;1;12;"3379141800457";1;4.69
"012155";"LAY'S MAX BARBECUE 120GR";"18";"sis2";"entree";"roll1-4";;;582;-1;12;12;"3168930155904";56;1.55
"044012";"MELANGE NOIX 1.13KG KIRKLAND";"19";"sis2";"entree";"roll1-4";;;172;-1;1;1;"096619331895";360;29.99
"011023";"BENENUTS SUNBREAKS SWEET CHILI 95GR";"20";"sis2";"entree";"roll1-4";;;90;-1;9;9;"3168930010418";36;1.6
"011024";"BENENUTS SUNBREAKS SEA SALT 95GR";"21";"sis2";"entree";"roll1-4";;;220;-1;9;9;"3168930010425";36;1.6
"055038";"AMANDES DECORTIQUEES 125GR";"22";"sis2";"entree";"roll1-4";;;103;-1;1;10;"3102870046113";1;3.25
"055039";"AMANDES EMONDEES 125GR";"23";"sis2";"entree";"roll1-4";;;415;-1;1;10;"3102870046021";1;5.5
"055029";"MIEL FLEURS BIO ORGANIC 1 KG LUNE DE MIEL";"24";"sis2";"entree";"roll1-4";;;170;-1;1;1;"3088541007112";400;13.38
"026417";"PATE A TARTINER CHOCO-NOISETTES 1 KG KIRKLAND";"25";"sis2";"entree";"roll1-4";;;512;-1;2;2;"096619356140";1;5.59
"026418";"NUTELLA PATE A TARTINER 1 KG";"26";"sis2";"entree";"roll1-4";;;88;-1;1;1;"3017624010701";648;7.99
"820010";"RIZ JAPONAIS 1 KG SHINODE";"27";"sis2";"entree";"roll1-4";;;157;-1;1;10;"8005734100059";1;2.55
"115170";"SAUCE HUITRE 2,27kg (5lb) KOON CHUN FER BLANC";"0";"sis2";"11a";"1-3";;;602;-1;1;6;"020717354807";1;8.65
"115161";"SAUCE HUITRE 730 GR JIA";"1";"sis2";"11a";"1-3";;;358;-1;1;12;"3379140183629";1;2.5
"115090";"SAUCE HUITRE PANDA BRAND 907 GR";"2";"sis2";"11a";"1-3";;;64;-1;1;12;"078895300031";1;3.99
"115172";"SAUCE BEAN (SAUCE HARICOT) 13 OZ KOON CHUN (370grs)";"3";"sis2";"11a";"1-3";;;507;-1;1;24;"020717200159";1;1.79
"115160";"SAUCE HUITRE 425GRS (1lb) KOON CHUN";"4";"sis2";"11a";"1-3";;;682;-1;1;24;"020717352155";1;2.05
"115174";"SAUCE PRUNE (PLUM) 15 OZ KOON CHUN 425GR";"5";"sis2";"11a";"1-3";;;962;-1;1;24;"020717220157";1;2.43
"115169";"SAUCE BARBECUE BTE 5LB KOON CHUN";"6";"sis2";"11a";"1-3";;;97;-1;1;6;"020717243804";1;8.09
"115137";"SAUCE HOISIN 15OZ (425 GR) KOON CHUN";"7";"sis2";"11a";"1-3";;;1166;-1;1;24;"020717230156";1;1.99
"115187";"SAUCE PRUNE (PLUM) 5LB BOITE KOON CHUN";"8";"sis2";"11a";"1-3";;;359;-1;1;6;"020717223806";1;11.15
"113158";"SAUCE B.B.Q. SATE 737 GR";"9";"sis2";"11a";"1-3";;;196;-1;1;12;"4711258007371";1;10.25
"115140";"SAUCE PIMENT/CHILI 340 GRS (12oz) BOCAL KOON CHUN";"10";"sis2";"11a";"1-3";;;77;-1;1;24;"020717270121";1;2.09
"062041";"PATE PIMENT ROUGE 500 GR COREE";"11";"sis2";"11a";"1-3";;;177;-1;1;12;"8801005171410";1;3.19
"115130";"SAUCE PIMENT/CHILI 227GRS (8oz) BOCAL KOON CHUN";"12";"sis2";"11a";"1-3";;;2091;-1;48;48;"020717270084";1;1.55
"113011";"PUREE DE PIMENT SAMBAL OELEK PSP 720GR";"13";"sis2";"11a";"1-3";;;129;-1;1;6;"3379140102781";1;2.75
"115175";"SAUCE SOJA CLAIRE KOON CHUN SEAU 22.6KG";"14";"sis2";"11a";"1-3";;;0;-1;1;1;;1;32.05
"115165";"SAUCE SRIRACHA 793 GR";"15";"sis2";"11a";"1-3";;;363;-1;1;12;"8850643066916";1;3.35
"115062";"SAUCE PIMENT/CHILI 16OZ KOON CHUN (480grs)";"16";"sis2";"11a";"1-3";;;3527;-1;1;12;"020717275164";1;2.783
"115163";"SAUCE THAI DANCER SWEET CHILI 900 GR (Vinaigre, Ail, Piment)";"0";"sis2";"11a";"4-7";;;297;-1;1;12;"8852646019005";1;2.69
"115061";"SAUCE PIMENT/CHILI BIDON 5LB KOON CHUN (2.27kg)";"1";"sis2";"11a";"4-7";;;3228;-1;1;6;"020717274907";30;8.29
"112021";"SAUCE SOJA SUPERIEURE KIKKOMAN PET 1L";"2";"sis2";"11a";"4-7";;;138;-1;1;6;"8715035110809";1;5.95
"115048";"SAUCE SOJA CHAMPIGNON 5LB JIA";"3";"sis2";"11a";"4-7";;;186;-1;1;12;"3379140191440";25;2.99
"115047";"SAUCE SOJA CHAMPIGNON 500 ML JIA";"4";"sis2";"11a";"4-7";;;672;-1;1;12;"3379140191426";52;1.32
"115045";"SAUCE SOJA 5LB JIA";"5";"sis2";"11a";"4-7";;;706;-1;1;12;"3379140191402";25;3.09
"115176";"SAUCE SOJA CLAIRE 500ML KOON CHUN";"6";"sis2";"11a";"4-7";;;295;-1;1;12;"020717102262";50;1.69
"115046";"SAUCE SOJA 15 KG JIA";"7";"sis2";"11a";"4-7";;;77;-1;1;2;"3379140191419";24;16.49
"113138";"SAUCE SOJA PEU SALE 150 ML YAMASA";"8";"sis2";"11a";"4-7";;;82;-1;1;12;"4903001011128";1;3.35
"113139";"SAUCE SOJA SUCREE 300 ML YAMASA";"9";"sis2";"11a";"4-7";;;42;-1;1;12;"3760124508512";1;4.29
"115178";"SAUCE SOJA CLAIRE 60floz KOON CHUN FER BLANC (1.77L)";"12";"sis2";"11a";"4-7";;;571;-1;1;6;"020717103801";1;3.99
"422003";"BOURBOGNAC 1,5L 35°";"0";"sis2";"1a";"1-4";;;259;-1;6;6;"3283770501152";1;7.99
"422000";"BOURBOGNAC 1L 35°";"1";"sis2";"1a";"1-4";;;323;-1;6;6;"3283770551010";76;6.03
"422002";"BOURBOGNAC 50 CL 35°";"2";"sis2";"1a";"1-4";;;0;-1;12;12;"3283770555018";56;3.62
"422001";"BOURBOGNAC 20 CL 35°";"3";"sis2";"1a";"1-4";;;1820;-1;20;20;"3283770552000";1;1.9
"629055";"BLOC  FACTURE BLANC 10x21 CM LOT DE 10 (TARIF AU LOT)";"4";"sis2";"1a";"1-4";;;340;-1;1;14;"8420499177267";1;10.99
"629120";"JEUX CARTE PIQUET (32)";"5";"sis2";"1a";"1-4";;;10122;-1;14;150;"5411068700217";1;0.64
"629110";"JEUX CARTE 52";"6";"sis2";"1a";"1-4";;;846;-1;9;160;"5411068630101";1;1.798
"629053";"BLOC COMMANDE 50 FEUILLES DUPLI 10x15CM LOT DE 10 (TARIF AU LOT)";"7";"sis2";"1a";"1-4";;;146;-1;1;10;"8420499177878";1;4.35
"629050";"BLOC FACTURE 50 FEUILLES DUPLI 10x15CM LOT DE 10 (TARIF AU LOT)";"8";"sis2";"1a";"1-4";;;148;-1;1;10;"8420499177953";1;4.35
"518150";"CARTOUCHE A GAZ C 206 AVEC GAS LOCK";"9";"sis2";"1a";"1-4";;;77;-1;1;36;"3138522069179";1;1.99
"629054";"BLOC COMMANDE 50 FEUILLES TRIPLI 10x15CM LOT DE 10 (TARIF AU LOT)";"10";"sis2";"1a";"1-4";;;51;-1;1;10;"8420499177915";1;6.19
"629050";"BLOC FACTURE 50 FEUILLES DUPLI 10x15CM LOT DE 10 (TARIF AU LOT)";"0";"sis2";"1a_3";"1";;;148;-1;1;10;"8420499177953";1;4.35
"629055";"BLOC  FACTURE BLANC 10x21 CM LOT DE 10 (TARIF AU LOT)";"1";"sis2";"1a_3";"2";;;340;-1;1;14;"8420499177267";1;10.99
"629054";"BLOC COMMANDE 50 FEUILLES TRIPLI 10x15CM LOT DE 10 (TARIF AU LOT)";"2";"sis2";"1a_2";"1";;;51;-1;1;10;"8420499177915";1;6.19
"629120";"JEUX CARTE PIQUET (32)";"3";"sis2";"1a_2";"3";;;10122;-1;14;150;"5411068700217";1;0.64
"629116";"POT KRAFT CARRE A PLAT CHAUD 8X7X10,5CM 780ML X 50";0;"sis2";"2a_3";"1";;;358;-1;1;9;"8420499223247";18;11.39
"629117";"POT KRAFT CARRE A PLAT CHAUD 9X7,5X11CM 960ML X 50";1;"sis2";"2a_3";"3-4";;;329;-1;1;9;"8420499223254";10;12.65
"629116";"POT KRAFT CARRE A PLAT CHAUD 8X7X10,5CM 780ML X 50";2;"sis2";"2a_3";"5-8";;;358;-1;1;9;"8420499223247";18;11.39
"629116";"POT KRAFT CARRE A PLAT CHAUD 8X7X10,5CM 780ML X 50";3;"sis2";"2a_3";"5-8";;;358;-1;1;9;"8420499223247";18;11.39
"629116";"POT KRAFT CARRE A PLAT CHAUD 8X7X10,5CM 780ML X 50";4;"sis2";"2a_3";"5-8";;;358;-1;1;9;"8420499223247";18;11.39
"629117";"POT KRAFT CARRE A PLAT CHAUD 9X7,5X11CM 960ML X 50";5;"sis2";"2a_3";"5-8";;;329;-1;1;9;"8420499223254";10;12.65
"621044";"COUVERCLE DOME POUR GOB. MILK SHAKE/BIERE X 100";6;"sis2";"2a_3";"9-10";;;3243;-1;1;10;"9555405106976";1;2.39
"249143";"THON PDF NATUREL ENTIER 1/6 (93grs)";0;"sis2";"10a";"1-4";;;14826;-1;24;24;"3139323003799";120;1.33
"249130";"THON PDF NATUREL ENTIER 1/4 (130grs)";1;"sis2";"10a";"1-4";;;18312;-1;24;24;"3139323003720";100;1.87
"249140";"THON PDF NATUREL ENTIER 1/2 (280gr)";2;"sis2";"10a";"1-4";;;15966;-1;12;12;"3139323003652";96;3.6
"249187";"THON SAUPIQUET NATUREL POCHETTE 3/1 (1.8kg)";3;"sis2";"10a";"1-4";;;168;-1;1;6;"3106000116011";1;17.35
"249189";"THON NATUREL EN MORCEAUX FURIC  4/4 PNE 600 GR";4;"sis2";"10a";"1-4";;;454;-1;1;6;"3106000806035";120;5.75
"249160";"THON PDF ENTIER A L'HUILE 1/5 (104grs)";6;"sis2";"10a";"1-4";;;7799;-1;24;24;"3139328202012";100;1.83
"249150";"THON PDF ENTIER A L'HUILE 1/10 (52grs)";7;"sis2";"10a";"1-4";;;10640;-1;36;36;"3139328200018";120;0.97
"244030";"ANNY SARDINE A L'HUILE 125G / 90G PNE";8;"sis2";"10a";"1-4";;;7548;-1;50;50;"6111260550212";96;0.63
"249170";"THON PDF MIETTE 1/10 (52grs)";9;"sis2";"10a";"1-4";;;12497;-1;36;36;"3139328230015";120;0.86
"249180";"THON PDF MIETTE HUIL 1/5 (104grs)";10;"sis2";"10a";"1-4";;;16190;-1;24;24;"3139328232019";100;1.66
"244021";"SARDINE ROBERT";11;"sis2";"10a";"1-4";;;144360;-1;100;100;"3165958355019";60;0.76
"224015";"RB HARICOT ROSE NAT 4/4";0;"sis2";"9b";"1-4";;;121;-1;6;6;"3297386000466";1;2.39
"224008";"RB POIS DU CAP NATUREL 5/1 4KG";1;"sis2";"9b";"1-4";;;15;-1;3;3;"3297386000633";1;8.39
"218031";"RB POIS DU CAP NAT 4/4 - 800gr";2;"sis2";"9b";"1-4";;;4;-1;6;6;"3297386000374";1;2.38
"224017";"RB HARICOT ROSE NAT 5/1 - 4 k°";3;"sis2";"9b";"1-4";;;13;-1;3;3;"3559506000658";1;7.99
"224014";"RB LENTILLE  NAT 4/4 800GR";4;"sis2";"9b";"1-4";;;77;-1;6;6;"3297386000435";1;2.39
"224009";"RB HARICOT RGE NAT 5/1 4KG";5;"sis2";"9b";"1-4";;;15;-1;3;3;"3297386000619";1;7.45
"224011";"RB HARICOT BLANC NAT 5/1 4KG";6;"sis2";"9b";"1-4";;;14;-1;3;3;"3297386000626";1;6.79
"224023";"RB HARICOT BL NAT 4/4";7;"sis2";"9b";"1-4";;;61;-1;6;6;"3297386000343";1;2.39
"224013";"RB HARICOT RGE NAT 4/4 (800 GR)";8;"sis2";"9b";"1-4";;;60;-1;6;6;"3297386000367";1;2.39
"218030";"RB POIS DU CAP NAT 1/2";9;"sis2";"9b";"1-4";;;162;-1;12;12;"3297387000175";1;1.62
"224010";"RB LENTILLE  NAT 5/1 - 4 k°";10;"sis2";"9b";"1-4";;;14;-1;3;3;"3297386000640";1;6.7
"224016";"RB HARICOT ROSE NAT 1/2";11;"sis2";"9b";"1-4";;;194;-1;12;12;"3297386000473";1;1.65
"224032";"RB LENTILLE  NAT 1/2";12;"sis2";"9b";"1-4";;;130;-1;12;12;"3297386000442";1;1.49
"224022";"RB HARICOT BL NAT 1/2";13;"sis2";"9b";"1-4";;;140;-1;12;12;"3297386000350";1;1.49
"223056";"CONCENTRE DOUBLE TOMATE MUTTI 5/1 - 4500 GR";14;"sis2";"9b";"1-4";;;102;-1;1;3;"8005110010033";55;15.19
"224012";"RB HARICOT RGE NAT 1/2";15;"sis2";"9b";"1-4";;;216;-1;12;12;"3297386000398";1;1.49
